Profile_1             Profile_2             Profile_3             Profile_4             Profile_5             
x       y           x       y           x       y           x       y           x       y           
7.108379e-08  1.0120133e-09            7.1218656e-08  5.1757736e-11            7.1390746e-08  -1.1294132e-09            7.2784771e-08  -2.4858018e-09            7.2030418e-08  -4.3343302e-09            
7.262909e-08  1.3660569e-09            7.2766888e-08  4.2728162e-10            7.2942718e-08  -7.490434e-10            7.4367049e-08  -2.0938023e-09            7.3596297e-08  -3.964402e-09            
7.4174389e-08  1.7477813e-09            7.431512e-08  7.9540302e-10            7.4494691e-08  -3.5307825e-10            7.5949326e-08  -1.6805678e-09            7.5162176e-08  -3.5751242e-09            
7.5719689e-08  2.1086715e-09            7.5863351e-08  1.1642312e-09            7.6046664e-08  3.1188026e-11            7.7531604e-08  -1.2918245e-09            7.6728054e-08  -3.2049657e-09            
7.7264989e-08  2.4454157e-09            7.7411583e-08  1.5093584e-09            7.7598637e-08  4.0334569e-10            7.9113881e-08  -9.0573695e-10            7.8293933e-08  -2.8336263e-09            
7.8810289e-08  2.8250604e-09            7.8959815e-08  1.86054e-09            7.9150609e-08  7.957358e-10            8.0696159e-08  -5.2215478e-10            7.9859812e-08  -2.4322539e-09            
8.0355588e-08  3.1761394e-09            8.0508046e-08  2.2285186e-09            8.0702582e-08  1.172136e-09            8.2278437e-08  -1.2722666e-10            8.142569e-08  -2.0236207e-09            
8.1900888e-08  3.5193315e-09            8.2056278e-08  2.6094681e-09            8.2254555e-08  1.5416091e-09            8.3860714e-08  2.3983273e-10            8.2991569e-08  -1.6063815e-09            
8.3446188e-08  3.8927388e-09            8.360451e-08  3.0113271e-09            8.3806528e-08  1.878999e-09            8.5442992e-08  6.1795983e-10            8.4557447e-08  -1.2431037e-09            
8.4991488e-08  4.2438087e-09            8.5152741e-08  3.3445448e-09            8.53585e-08  2.2598433e-09            8.702527e-08  1.0145889e-09            8.6123326e-08  -8.8084633e-10            
8.6536788e-08  4.5924217e-09            8.6700973e-08  3.7132774e-09            8.6910473e-08  2.6526186e-09            -          -              8.7689205e-08  -5.2830491e-10            
8.8082087e-08  4.9644419e-09            8.8249205e-08  4.073393e-09            8.8462446e-08  3.0193363e-09            -          -              -          -              
8.9627387e-08  5.328649e-09            8.9797436e-08  4.4251258e-09            9.0014419e-08  3.3963722e-09            -          -              -          -              
9.1172687e-08  5.684059e-09            9.1345668e-08  4.7705315e-09            9.1566391e-08  3.7556146e-09            -          -              -          -              
9.2717987e-08  6.0356948e-09            9.28939e-08  5.1416816e-09            -          -              -          -              -          -              
9.4263286e-08  6.3850491e-09            9.4442131e-08  5.5053319e-09            -          -              -          -              -          -              
9.5808586e-08  6.7468463e-09            -          -              -          -              -          -              -          -              
9.7353886e-08  7.1510833e-09            -          -              -          -              -          -              -          -              
