Profile_1             Profile_2             Profile_3             Profile_4             Profile_5             
x       y           x       y           x       y           x       y           x       y           
1.550454e-08  -6.4966261e-08            1.5467343e-08  -6.6068135e-08            1.5582894e-08  -6.7456766e-08            1.5587173e-08  -6.9314226e-08            1.5529416e-08  -7.0788344e-08            
1.7054994e-08  -6.4639822e-08            1.7014077e-08  -6.5727488e-08            1.7141183e-08  -6.7082667e-08            1.7145891e-08  -6.8908542e-08            1.7082357e-08  -7.0431367e-08            
1.8605448e-08  -6.4275106e-08            1.8560811e-08  -6.5343941e-08            1.8699472e-08  -6.6756718e-08            1.8704608e-08  -6.8536429e-08            1.8635299e-08  -7.0103111e-08            
2.0155902e-08  -6.3926922e-08            2.0107546e-08  -6.4975135e-08            2.0257762e-08  -6.6426584e-08            2.0263326e-08  -6.8195957e-08            2.0188241e-08  -6.9770046e-08            
2.1706356e-08  -6.3612387e-08            2.165428e-08  -6.4636586e-08            2.1816051e-08  -6.6081797e-08            2.1822043e-08  -6.7849806e-08            2.1741182e-08  -6.9431154e-08            
2.325681e-08  -6.3275843e-08            2.3201014e-08  -6.4272779e-08            2.337434e-08  -6.5736373e-08            2.338076e-08  -6.7464933e-08            2.3294124e-08  -6.9083847e-08            
2.4807265e-08  -6.28812e-08            2.4747748e-08  -6.3951569e-08            2.493263e-08  -6.5372165e-08            2.4939478e-08  -6.7135587e-08            2.4847065e-08  -6.8770069e-08            
2.6357719e-08  -6.2547757e-08            2.6294483e-08  -6.3641619e-08            2.6490919e-08  -6.5006937e-08            2.6498195e-08  -6.683515e-08            2.6400007e-08  -6.8410412e-08            
2.7908173e-08  -6.2224231e-08            2.7841217e-08  -6.3309134e-08            2.8049208e-08  -6.4732054e-08            2.8056912e-08  -6.6457536e-08            2.7952949e-08  -6.8034352e-08            
2.9458627e-08  -6.1858784e-08            2.9387951e-08  -6.293818e-08            2.9607498e-08  -6.4356872e-08            2.961563e-08  -6.6105224e-08            2.950589e-08  -6.7769209e-08            
3.1009081e-08  -6.1512091e-08            3.0934685e-08  -6.2592225e-08            3.1165787e-08  -6.398579e-08            3.1174347e-08  -6.5796536e-08            3.1058832e-08  -6.7370018e-08            
3.2559535e-08  -6.1175131e-08            3.248142e-08  -6.2238091e-08            3.2724077e-08  -6.36225e-08            3.2733064e-08  -6.5423054e-08            3.2611773e-08  -6.7006513e-08            
3.4109989e-08  -6.0810497e-08            3.4028154e-08  -6.1880078e-08            3.4282366e-08  -6.3287969e-08            3.4291782e-08  -6.5090262e-08            3.4164715e-08  -6.6622893e-08            
3.5660443e-08  -6.0480222e-08            3.5574888e-08  -6.1535342e-08            3.5840655e-08  -6.2937778e-08            3.5850499e-08  -6.4749931e-08            3.5717656e-08  -6.6279534e-08            
3.7210897e-08  -6.0138596e-08            3.7121623e-08  -6.1181678e-08            3.7398945e-08  -6.2598348e-08            3.7409216e-08  -6.439207e-08            3.7270598e-08  -6.5962622e-08            
3.8761351e-08  -5.9733805e-08            3.8668357e-08  -6.0833981e-08            3.8957234e-08  -6.2287737e-08            3.8967934e-08  -6.4032519e-08            3.882354e-08  -6.5637224e-08            
4.0311805e-08  -5.9490294e-08            4.0215091e-08  -6.051471e-08            4.0515523e-08  -6.1942971e-08            4.0526651e-08  -6.3682714e-08            4.0376481e-08  -6.5333529e-08            
4.1862259e-08  -5.9156303e-08            4.1761825e-08  -6.0149623e-08            4.2073813e-08  -6.15677e-08            4.2085368e-08  -6.3347432e-08            4.1929423e-08  -6.4946669e-08            
4.3412713e-08  -5.8771383e-08            4.330856e-08  -5.9781485e-08            4.3632102e-08  -6.12023e-08            4.3644086e-08  -6.2977995e-08            4.3482364e-08  -6.4586054e-08            
4.4963167e-08  -5.8402291e-08            4.4855294e-08  -5.9429539e-08            4.5190391e-08  -6.0892054e-08            4.5202803e-08  -6.2591892e-08            4.5035306e-08  -6.4215925e-08            
4.6513621e-08  -5.8066354e-08            4.6402028e-08  -5.9117233e-08            4.6748681e-08  -6.0503731e-08            4.676152e-08  -6.2238042e-08            4.6588248e-08  -6.3878618e-08            
4.8064075e-08  -5.7742941e-08            4.7948762e-08  -5.8784686e-08            4.830697e-08  -6.0156334e-08            4.8320238e-08  -6.1916084e-08            4.8141189e-08  -6.3501567e-08            
4.9614529e-08  -5.7404437e-08            4.9495497e-08  -5.839042e-08            4.9865259e-08  -5.9840942e-08            4.9878955e-08  -6.1537594e-08            4.9694131e-08  -6.3161977e-08            
5.1164983e-08  -5.7056601e-08            5.1042231e-08  -5.8042855e-08            5.1423549e-08  -5.9470831e-08            5.1437672e-08  -6.1190168e-08            5.1247072e-08  -6.2834958e-08            
5.2715437e-08  -5.6704432e-08            5.2588965e-08  -5.7759985e-08            5.2981838e-08  -5.9105005e-08            5.299639e-08  -6.0832753e-08            5.2800014e-08  -6.2498687e-08            
5.4265891e-08  -5.6355748e-08            5.4135699e-08  -5.7403012e-08            5.4540128e-08  -5.8773733e-08            5.4555107e-08  -6.0468966e-08            5.4352955e-08  -6.2156914e-08            
5.5816345e-08  -5.602804e-08            5.5682434e-08  -5.6994174e-08            5.6098417e-08  -5.8432064e-08            5.6113824e-08  -6.0163989e-08            5.5905897e-08  -6.179531e-08            
5.7366799e-08  -5.5675044e-08            5.7229168e-08  -5.6703417e-08            5.7656706e-08  -5.8076417e-08            5.7672542e-08  -5.9799888e-08            5.7458839e-08  -6.1436815e-08            
5.8917253e-08  -5.5326899e-08            5.8775902e-08  -5.6375387e-08            5.9214996e-08  -5.7723064e-08            5.9231259e-08  -5.9411987e-08            5.901178e-08  -6.109704e-08            
6.0467707e-08  -5.4807064e-08            6.0322637e-08  -5.6024705e-08            6.0773285e-08  -5.740085e-08            6.0789977e-08  -5.9116508e-08            6.0564722e-08  -6.0734285e-08            
6.2018161e-08  -5.4575893e-08            6.1869371e-08  -5.5702702e-08            6.2331574e-08  -5.7030585e-08            6.2348694e-08  -5.8738462e-08            6.2117663e-08  -6.0414169e-08            
6.3568615e-08  -5.4290613e-08            6.3416105e-08  -5.5318934e-08            6.3889864e-08  -5.6608952e-08            6.3907411e-08  -5.8351698e-08            6.3670605e-08  -6.0030589e-08            
6.5119069e-08  -5.3961484e-08            6.4962839e-08  -5.4983215e-08            6.5448153e-08  -5.6386924e-08            6.5466129e-08  -5.8018058e-08            6.5223547e-08  -5.966072e-08            
6.6669523e-08  -5.365865e-08            6.6509574e-08  -5.4307618e-08            6.7006442e-08  -5.5980161e-08            6.7024846e-08  -5.7532056e-08            6.6776488e-08  -5.9313599e-08            
6.8219977e-08  -5.3538922e-08            6.8056308e-08  -5.39942e-08            6.8564732e-08  -5.5825857e-08            6.8583563e-08  -5.7248473e-08            6.832943e-08  -5.897292e-08            
6.9770431e-08  -5.355295e-08            6.9603042e-08  -5.4244603e-08            7.0123021e-08  -5.5724545e-08            7.0142281e-08  -5.7465221e-08            6.9882371e-08  -5.8936302e-08            
7.1320885e-08  -5.364462e-08            7.1149776e-08  -5.4593129e-08            7.168131e-08  -5.6010015e-08            7.1700998e-08  -5.7662284e-08            7.1435313e-08  -5.9052048e-08            
7.287134e-08  -5.3848583e-08            7.2696511e-08  -5.5466744e-08            7.32396e-08  -5.6764554e-08            7.3259715e-08  -5.8509215e-08            7.2988254e-08  -5.9457078e-08            
7.4421794e-08  -5.4067404e-08            7.4243245e-08  -5.4881558e-08            7.4797889e-08  -5.6474875e-08            7.4818433e-08  -5.8058742e-08            7.4541196e-08  -5.9738225e-08            
7.5972248e-08  -5.367878e-08            7.5789979e-08  -5.4563358e-08            7.6356179e-08  -5.6075828e-08            7.637715e-08  -5.766356e-08            7.6094138e-08  -5.9364846e-08            
7.7522702e-08  -5.3338326e-08            7.7336714e-08  -5.4376636e-08            7.7914468e-08  -5.5717944e-08            7.7935867e-08  -5.7300075e-08            7.7647079e-08  -5.9043164e-08            
7.9073156e-08  -5.2969635e-08            7.8883448e-08  -5.395058e-08            7.9472757e-08  -5.539415e-08            7.9494585e-08  -5.7021876e-08            7.9200021e-08  -5.8660712e-08            
8.062361e-08  -5.2656153e-08            8.0430182e-08  -5.3658132e-08            8.1031047e-08  -5.5027224e-08            8.1053302e-08  -5.6610356e-08            8.0752962e-08  -5.8269895e-08            
8.2174064e-08  -5.2303635e-08            8.1976916e-08  -5.3323919e-08            8.2589336e-08  -5.472061e-08            8.2612019e-08  -5.6267135e-08            8.2305904e-08  -5.7933511e-08            
8.3724518e-08  -5.1963549e-08            8.3523651e-08  -5.2891538e-08            8.4147625e-08  -5.4368552e-08            8.4170737e-08  -5.5935594e-08            8.3858846e-08  -5.7543284e-08            
8.5274972e-08  -5.1644778e-08            8.5070385e-08  -5.2605609e-08            8.5705915e-08  -5.4037426e-08            8.5729454e-08  -5.5579089e-08            8.5411787e-08  -5.7138738e-08            
8.6825426e-08  -5.127046e-08            8.6617119e-08  -5.228747e-08            8.7264204e-08  -5.3596168e-08            8.7288171e-08  -5.523315e-08            8.6964729e-08  -5.6830656e-08            
8.837588e-08  -5.0882519e-08            8.8163853e-08  -5.1892817e-08            8.8822493e-08  -5.3135348e-08            8.8846889e-08  -5.4883985e-08            8.851767e-08  -5.6508761e-08            
8.9926334e-08  -5.0578427e-08            8.9710588e-08  -5.1538622e-08            9.0380783e-08  -5.2889154e-08            9.0405606e-08  -5.4525046e-08            9.0070612e-08  -5.6155215e-08            
9.1476788e-08  -5.0195634e-08            9.1257322e-08  -5.1189927e-08            9.1939072e-08  -5.258077e-08            9.1964323e-08  -5.4162832e-08            9.1623553e-08  -5.5823188e-08            
9.3027242e-08  -4.9883274e-08            9.2804056e-08  -5.0840167e-08            9.3497361e-08  -5.2200344e-08            9.3523041e-08  -5.3826471e-08            9.3176495e-08  -5.5489202e-08            
9.4577696e-08  -4.9613264e-08            9.4350791e-08  -5.051234e-08            9.5055651e-08  -5.1909469e-08            9.5081758e-08  -5.3482016e-08            9.4729437e-08  -5.5107442e-08            
9.612815e-08  -4.9281801e-08            9.5897525e-08  -5.0186748e-08            9.661394e-08  -5.1552808e-08            9.6640475e-08  -5.3103971e-08            9.6282378e-08  -5.4719033e-08            
9.7678604e-08  -4.8921999e-08            9.7444259e-08  -4.9795363e-08            9.817223e-08  -5.1191223e-08            9.8199193e-08  -5.2778436e-08            9.783532e-08  -5.4403976e-08            
9.9229058e-08  -4.8578886e-08            9.8990993e-08  -4.94569e-08            9.9730519e-08  -5.0875694e-08            9.975791e-08  -5.2452514e-08            9.9388261e-08  -5.4045414e-08            
1.0077951e-07  -4.8268059e-08            1.0053773e-07  -4.9133184e-08            1.0128881e-07  -5.0476968e-08            1.0131663e-07  -5.2097197e-08            1.009412e-07  -5.3714598e-08            
1.0232997e-07  -4.7924958e-08            1.0208446e-07  -4.8813412e-08            1.028471e-07  -5.0154052e-08            1.0287534e-07  -5.1595697e-08            1.0249414e-07  -5.3360806e-08            
1.0388042e-07  -4.7604237e-08            1.036312e-07  -4.849073e-08            1.0440539e-07  -4.9834771e-08            1.0443406e-07  -5.1282483e-08            1.0404709e-07  -5.305373e-08            
1.0543087e-07  -4.7303884e-08            1.0517793e-07  -4.8176995e-08            1.0596368e-07  -4.9479923e-08            1.0599278e-07  -5.1035704e-08            1.0560003e-07  -5.2688968e-08            
1.0698133e-07  -4.6952969e-08            1.0672466e-07  -4.7851423e-08            1.0752197e-07  -4.9138465e-08            1.075515e-07  -5.0680944e-08            1.0715297e-07  -5.2343251e-08            
1.0853178e-07  -4.6665472e-08            1.082714e-07  -4.7527358e-08            1.0908026e-07  -4.8799902e-08            1.0911021e-07  -5.032289e-08            1.0870591e-07  -5.1988707e-08            
1.1008224e-07  -4.6314727e-08            1.0981813e-07  -4.7161418e-08            1.1063854e-07  -4.8478783e-08            1.1066893e-07  -4.9986379e-08            1.1025885e-07  -5.1623175e-08            
1.1163269e-07  -4.6027303e-08            1.1136487e-07  -4.6838273e-08            1.1219683e-07  -4.8068068e-08            1.1222765e-07  -4.9596057e-08            1.1181179e-07  -5.1266817e-08            
1.1318314e-07  -4.566381e-08            1.129116e-07  -4.6516107e-08            1.1375512e-07  -4.7768979e-08            1.1378637e-07  -4.9199512e-08            1.1336474e-07  -5.0935965e-08            
1.147336e-07  -4.5314264e-08            1.1445834e-07  -4.6213566e-08            1.1531341e-07  -4.744144e-08            1.1534508e-07  -4.8935578e-08            1.1491768e-07  -5.0634155e-08            
1.1628405e-07  -4.5001337e-08            1.1600507e-07  -4.5889137e-08            1.168717e-07  -4.7103822e-08            1.169038e-07  -4.8564955e-08            -          -              
1.1783451e-07  -4.4652332e-08            1.175518e-07  -4.5577413e-08            1.1842999e-07  -4.6762064e-08            1.1846252e-07  -4.8164193e-08            -          -              
1.1938496e-07  -4.4310469e-08            1.1909854e-07  -4.5241788e-08            1.1998828e-07  -4.644014e-08            -          -              -          -              
1.2093541e-07  -4.3988862e-08            1.2064527e-07  -4.4911988e-08            1.2154657e-07  -4.6142448e-08            -          -              -          -              
1.2248587e-07  -4.3641697e-08            -          -              -          -              -          -              -          -              
1.2403632e-07  -4.3307949e-08            -          -              -          -              -          -              -          -              
1.2558678e-07  -4.301313e-08            -          -              -          -              -          -              -          -              
